# corpus-census-rust.tsv — the PINNED rust census roster.  SOUNDNESS R663.
#
# WHY THIS FILE EXISTS.  R662 measured what a month of soundness work changed for a user, over
# "1,626 crates" — which were not a corpus at all, but whatever `cargo` happened to have
# downloaded into this laptop's registry cache.  Nothing owned it, nothing pinned it, and it does
# not exist on the second machine, so THE HEADLINE MEASUREMENT OF THE PROJECT WAS UNREPEATABLE.
# An instrument whose input is an accident produces a number nobody can check.
#
# This is NOT the oracle roster in corpus.sh.  That one is four checkouts chosen for the SHAPES
# they expose (see its comments — sqlite-jdbc is there for one filter, axios for one .d.ts case).
# This one is chosen for SCALE, so a percentage has a denominator.  Keep both; they answer
# different questions and a census over four curated projects would be worthless.
#
# name<TAB>version.  Acquire with: bash bin/corpus-census.sh rust
# Snapshotted 2026-09-25 from the registry that produced R662, so that census is reproducible.
rand_chacha	0.3.1
rand_chacha	0.9.0
rand_core	0.10.0
rand_core	0.10.1
rand_core	0.6.4
rand_core	0.9.3
rand_core	0.9.5
rand_pcg	0.10.2
rand_xorshift	0.4.0
ratatui	0.29.0
ratatui	0.30.2
ratatui-core	0.1.2
ratatui-crossterm	0.1.2
ratatui-macros	0.7.2
ratatui-termina	0.1.0
ratatui-termwiz	0.1.2
ratatui-widgets	0.3.2
rayon	1.11.0
rayon	1.12.0
rayon	1.8.1
rayon-core	1.12.1
rayon-core	1.13.0
rc2	0.8.1
rdkafka	0.36.2
rdkafka	0.39.0
rdkafka-sys	4.10.0+2.12.1
reactor-trait	1.1.0
redis	0.27.6
redis	1.6.0
redis	1.7.0
redox_syscall	0.5.12
redox_syscall	0.5.17
redox_syscall	0.5.18
redox_syscall	0.9.3
redox_users	0.4.6
ref-cast	1.0.26
ref-cast	1.0.27
ref-cast-impl	1.0.26
ref-cast-impl	1.0.27
regex	1.10.3
regex	1.12.3
regex	1.12.4
regex	1.13.1
regex	1.9.0
regex-automata	0.3.0
regex-automata	0.4.14
regex-automata	0.4.18
regex-automata	0.4.5
regex-lite	0.1.9
regex-syntax	0.7.3
regex-syntax	0.8.10
regex-syntax	0.8.11
regex-syntax	0.8.2
rend	0.4.2
rend	0.5.3
reqwest	0.11.27
reqwest	0.12.28
reqwest	0.13.4
reqwest	0.13.5
resolv-conf	0.7.6
ring	0.17.14
rkyv	0.7.46
rkyv	0.8.16
rkyv_derive	0.7.46
rkyv_derive	0.8.16
rsa	0.9.10
rsqlite-vfs	0.1.1
rusqlite	0.32.1
rusqlite	0.39.0
rust_decimal	1.42.1
rust_decimal	1.43.0
rustc_version	0.2.3
rustc_version	0.4.1
rustc_version_runtime	0.3.0
rustc-hash	2.1.3
rustfix	0.8.7
rusticata-macros	4.1.0
rustix	0.37.28
rustix	0.38.31
rustix	0.38.44
rustix	1.1.4
rustix	1.1.5
rustix-linux-procfs	0.1.1
rustls	0.23.39
rustls	0.23.43
rustls-connector	0.20.2
rustls-connector	0.23.8
rustls-ffi	0.15.0
rustls-ffi	0.15.3
rustls-native-certs	0.7.3
rustls-native-certs	0.8.4
rustls-pemfile	1.0.4
rustls-pemfile	2.2.0
rustls-pki-types	1.15.1
rustls-platform-verifier	0.5.3
rustls-platform-verifier	0.7.0
rustls-platform-verifier-android	0.1.1
rustls-webpki	0.102.8
rustls-webpki	0.103.15
rustversion	1.0.22
rustversion	1.0.23
rusty-fork	0.3.0
ryu	1.0.17
ryu	1.0.20
ryu	1.0.23
salsa20	0.10.2
salsa20	0.11.0
same-file	1.0.6
saturating	0.1.0
schannel	0.1.29
schemars	0.9.0
schemars	1.2.2
scoped-tls	1.0.1
scopeguard	1.2.0
scrypt	0.11.0
scrypt	0.12.0
sea-bae	0.2.2
sea-orm	1.1.20
sea-orm	2.0.2
sea-orm	2.0.3
sea-orm-arrow	2.0.0-rc.4
sea-orm-macros	1.1.20
sea-orm-macros	2.0.2
sea-orm-macros	2.0.3
sea-query	0.32.7
sea-query	1.0.2
sea-query-binder	0.7.0
sea-query-derive	1.0.0
sea-query-sqlx	0.9.1
seahash	4.1.0
security-framework	2.11.1
security-framework	3.7.0
security-framework-sys	2.17.0
semver	0.9.0
semver	1.0.27
semver	1.0.28
semver-parser	0.7.0
serde	1.0.137
serde	1.0.208
serde	1.0.219
serde	1.0.228
serde	1.0.229
serde_bytes	0.11.19
serde_core	1.0.228
serde_core	1.0.229
serde_derive	1.0.208
serde_derive	1.0.219
serde_derive	1.0.228
serde_derive	1.0.229
serde_json	1.0.114
serde_json	1.0.145
serde_json	1.0.149
serde_json	1.0.150
serde_json	1.0.151
serde_nanos	0.1.4
serde_repr	0.1.21
serde_spanned	1.1.1
serde_stacker	0.1.14
serde_test	1.0.177
serde_urlencoded	0.7.1
serde_with	1.14.0
serde_with	3.22.0
serde_with	3.23.0
serde_with_macros	1.5.2
serde_with_macros	3.22.0
serde_with_macros	3.23.0
serial	0.4.0
serial-core	0.4.0
serial-unix	0.4.0
serial-windows	0.4.0
serial2	0.2.38
sha1	0.10.7
sha1	0.11.0
sha1_smol	1.0.1
sha2	0.10.9
sha2	0.11.0
sharded-slab	0.1.7
shared_child	1.1.1
shared_child	1.1.2
shared_library	0.1.9
shared_thread	0.2.0
shared_thread	0.2.1
shell-words	1.1.1
shlex	1.3.0
shlex	2.0.1
sigchld	0.2.4
sigchld	0.2.5
signal-hook	0.3.18
signal-hook	0.4.4
signal-hook-mio	0.2.5
signal-hook-registry	1.4.8
signatory	0.27.1
signature	2.2.0
simd_cesu8	1.2.0
simd-adler32	0.3.10
simdutf8	0.1.5
similar	3.1.1
siphasher	1.0.3
slab	0.4.12
sluice	0.6.0
smallvec	1.13.1
smallvec	1.15.1
smallvec	1.15.2
smallvec	1.16.0
smallvec	1.16.1
snapbox	1.2.2
snapbox-macros	1.1.0
socket2	0.4.10
socket2	0.5.10
socket2	0.6.5
spin	0.9.9
spki	0.7.3
sqlite-wasm-rs	0.5.5
sqlx	0.8.6
sqlx	0.9.0
sqlx-core	0.8.6
sqlx-core	0.9.0
sqlx-macros	0.8.6
sqlx-macros	0.9.0
sqlx-macros-core	0.8.6
sqlx-macros-core	0.9.0
sqlx-mysql	0.8.6
sqlx-mysql	0.9.0
sqlx-postgres	0.8.6
sqlx-postgres	0.9.0
sqlx-sqlite	0.8.6
sqlx-sqlite	0.9.0
ssh2	0.9.6
stable_deref_trait	1.2.1
stacker	0.1.24
static_assertions	1.1.0
stringprep	0.1.5
strsim	0.10.0
strsim	0.11.1
strum	0.26.3
strum	0.28.0
strum_macros	0.26.4
strum_macros	0.28.0
subprocess	0.2.15
subtle	2.6.1
syn	1.0.109
syn	2.0.104
syn	2.0.106
syn	2.0.114
syn	2.0.117
syn	2.0.118
syn	2.0.119
syn	2.0.74
syn	2.0.86
syn	3.0.0
syn	3.0.2
syn	3.0.3
syn	3.0.4
syn	3.0.5
syn	3.0.6
sync_wrapper	0.1.2
sync_wrapper	1.0.2
synstructure	0.13.2
synstructure	0.14.0
system-configuration	0.5.1
system-configuration	0.7.0
system-configuration-sys	0.5.0
system-configuration-sys	0.6.0
tagptr	0.2.0
take_mut	0.2.2
tap	1.0.1
tar	0.4.46
target-features	0.1.6
target-triple	1.0.1
tcp-stream	0.28.0
tcp-stream	0.34.14
tempfile	3.10.0
tempfile	3.27.0
term	0.7.0
termcolor	1.4.1
termina	0.3.3
terminal-colorsaurus	0.4.8
terminal-colorsaurus	1.0.3
terminal-trx	0.2.6
terminfo	0.9.0
termios	0.2.2
termios	0.3.3
termwiz	0.23.3
tester	0.9.1
thiserror	1.0.69
thiserror	2.0.18
thiserror	2.0.20
thiserror	2.0.21
thiserror-impl	1.0.69
thiserror-impl	2.0.18
thiserror-impl	2.0.20
thiserror-impl	2.0.21
thread_local	1.1.10
tiff	0.11.3
time	0.3.55
time-core	0.1.9
time-macros	0.2.32
tiny-keccak	2.0.2
tinystr	0.8.3
tinystr	0.8.4
tinytemplate	1.2.1
tinyvec	1.11.0
tinyvec	1.12.0
tinyvec	1.13.2
tinyvec	1.13.3
tinyvec_macros	0.1.1
tokio	1.53.1
tokio-macros	2.7.2
tokio-native-tls	0.3.1
tokio-postgres	0.7.18
tokio-rustls	0.26.4
tokio-rustls	0.26.5
tokio-stream	0.1.19
tokio-util	0.7.19
tokio-websockets	0.10.1
toml_datetime-1.1.1+spec	1.1.0
toml_edit-0.25.13+spec	1.1.0
toml_edit-0.25.15+spec	1.1.0
toml_parser-1.1.2+spec	1.1.0
toml_parser-1.1.3+spec	1.1.0
toml_writer-1.1.1+spec	1.1.0
toml_writer-1.1.2+spec	1.1.0
toml-1.1.2+spec	1.1.0
toml-1.1.3+spec	1.1.0
toml-1.1.4+spec	1.1.0
toml-1.1.5+spec	1.1.0
toml-1.1.6+spec	1.1.0
tonic	0.12.3
tonic	0.14.6
tower	0.4.13
tower	0.5.3
tower-http	0.6.11
tower-layer	0.3.3
tower-service	0.3.3
tracing	0.1.44
tracing-attributes	0.1.31
tracing-core	0.1.36
tracing-futures	0.2.5
tracing-log	0.2.0
tracing-subscriber	0.3.23
try-lock	0.2.5
trybuild	1.0.118
tryhard	0.5.2
tungstenite	0.24.0
tungstenite	0.30.0
twox-hash	1.6.3
twox-hash	2.1.3
twox-hash	2.1.4
typed-builder	0.22.0
typed-builder-macro	0.22.0
typenum	1.20.1
ucd-trie	0.1.7
unarray	0.1.4
unic-char-property	0.9.0
unic-char-range	0.9.0
unic-common	0.9.0
unic-emoji-char	0.9.0
unic-ucd-version	0.9.0
unicase	2.9.0
unicode-bidi	0.3.18
unicode-ident	1.0.10
unicode-ident	1.0.12
unicode-ident	1.0.18
unicode-ident	1.0.19
unicode-ident	1.0.22
unicode-ident	1.0.23
unicode-ident	1.0.24
unicode-ident	1.0.26
unicode-normalization	0.1.25
unicode-properties	0.1.4
unicode-segmentation	1.13.3
unicode-truncate	1.1.0
unicode-truncate	2.0.1
unicode-width	0.1.14
unicode-width	0.2.0
unicode-width	0.2.2
unicode-xid	0.2.6
untrusted	0.9.0
ureq	2.12.1
ureq	3.4.0
ureq	3.4.1
ureq	3.4.2
ureq-proto	0.6.1
ureq-proto	0.6.2
ureq-proto	0.6.4
url	2.5.8
urlencoding	2.1.3
utf-8	0.7.6
utf8_iter	1.0.4
utf8-zero	0.8.1
utf8parse	0.2.2
uuid	1.26.0
uuid	1.26.1
valuable	0.1.1
value-bag	1.13.2
vcpkg	0.2.15
version_check	0.9.5
void	1.0.2
vsimd	0.8.0
vtparse	0.6.2
wait-timeout	0.2.0
waker-fn	1.2.0
walkdir	2.4.0
walkdir	2.5.0
want	0.3.1
wasi	0.11.1+wasi-snapshot-preview1
wasi-0.14.2+wasi	0.2.4
wasi-0.14.7+wasi	0.2.4
wasip2-1.0.1+wasi	0.2.4
wasip2-1.0.2+wasi	0.2.9
wasip2-1.0.3+wasi	0.2.9
wasip2-1.0.4+wasi	0.2.12
wasip3-0.4.0+wasi-0.3.0-rc-2026-01	06
wasite	0.1.0
wasite	1.0.2
wasm-bindgen	0.2.114
wasm-bindgen	0.2.121
wasm-bindgen	0.2.125
wasm-bindgen	0.2.127
wasm-bindgen	0.2.128
wasm-bindgen	0.2.91
wasm-bindgen-backend	0.2.91
wasm-bindgen-futures	0.4.77
wasm-bindgen-futures	0.4.78
wasm-bindgen-macro	0.2.114
wasm-bindgen-macro	0.2.121
wasm-bindgen-macro	0.2.125
wasm-bindgen-macro	0.2.127
wasm-bindgen-macro	0.2.128
wasm-bindgen-macro	0.2.91
wasm-bindgen-macro-support	0.2.114
wasm-bindgen-macro-support	0.2.121
wasm-bindgen-macro-support	0.2.125
wasm-bindgen-macro-support	0.2.127
wasm-bindgen-macro-support	0.2.128
wasm-bindgen-macro-support	0.2.91
wasm-bindgen-shared	0.2.114
wasm-bindgen-shared	0.2.121
wasm-bindgen-shared	0.2.125
wasm-bindgen-shared	0.2.127
wasm-bindgen-shared	0.2.128
wasm-bindgen-shared	0.2.91
wasm-encoder	0.244.0
wasm-metadata	0.244.0
wasmparser	0.244.0
web-sys	0.3.102
web-sys	0.3.104
web-sys	0.3.105
web-sys	0.3.68
web-sys	0.3.91
web-sys	0.3.98
web-time	1.1.0
webpki-root-certs	1.0.9
webpki-roots	0.26.11
webpki-roots	1.0.9
weezl	0.1.12
wezterm-bidi	0.2.3
wezterm-blob-leases	0.1.1
wezterm-color-types	0.3.0
wezterm-dynamic	0.2.1
wezterm-dynamic-derive	0.1.1
wezterm-input-types	0.1.0
whoami	1.6.1
whoami	2.1.3
widestring	1.2.1
wild	2.2.1
winapi	0.3.9
winapi-i686-pc-windows-gnu	0.4.0
winapi-util	0.1.11
winapi-util	0.1.6
winapi-x86_64-pc-windows-gnu	0.4.0
windows	0.56.0
windows_aarch64_gnullvm	0.48.5
windows_aarch64_gnullvm	0.52.3
windows_aarch64_gnullvm	0.52.6
windows_aarch64_gnullvm	0.53.1
windows_aarch64_msvc	0.48.5
windows_aarch64_msvc	0.52.3
windows_aarch64_msvc	0.52.6
windows_aarch64_msvc	0.53.1
windows_i686_gnu	0.48.5
windows_i686_gnu	0.52.3
windows_i686_gnu	0.52.6
windows_i686_gnu	0.53.1
windows_i686_gnullvm	0.52.6
windows_i686_gnullvm	0.53.1
windows_i686_msvc	0.48.5
windows_i686_msvc	0.52.3
windows_i686_msvc	0.52.6
windows_i686_msvc	0.53.1
windows_x86_64_gnu	0.48.5
windows_x86_64_gnu	0.52.3
windows_x86_64_gnu	0.52.6
windows_x86_64_gnu	0.53.1
windows_x86_64_gnullvm	0.48.5
windows_x86_64_gnullvm	0.52.3
windows_x86_64_gnullvm	0.52.6
windows_x86_64_gnullvm	0.53.1
windows_x86_64_msvc	0.48.5
windows_x86_64_msvc	0.52.3
windows_x86_64_msvc	0.52.6
windows_x86_64_msvc	0.53.1
windows-core	0.56.0
windows-core	0.62.2
windows-implement	0.56.0
windows-implement	0.60.2
windows-interface	0.56.0
windows-interface	0.59.3
windows-link	0.2.0
windows-link	0.2.1
windows-registry	0.6.1
windows-result	0.1.2
windows-result	0.4.1
windows-strings	0.5.1
windows-sys	0.48.0
windows-sys	0.52.0
windows-sys	0.59.0
windows-sys	0.60.2
windows-sys	0.61.2
windows-targets	0.48.5
windows-targets	0.52.3
windows-targets	0.52.6
windows-targets	0.53.5
winnow	1.0.3
winnow	1.0.4
winreg	0.10.1
winreg	0.50.0
winx	0.36.4
wit-bindgen	0.46.0
wit-bindgen	0.51.0
wit-bindgen	0.57.1
wit-bindgen-core	0.51.0
wit-bindgen-rt	0.39.0
wit-bindgen-rust	0.51.0
wit-bindgen-rust-macro	0.51.0
wit-component	0.244.0
wit-parser	0.244.0
writeable	0.6.3
writeable	0.6.4
wyz	0.5.1
x11rb	0.13.2
x11rb-protocol	0.13.2
x509-cert	0.2.5
x509-parser	0.17.0
x509-parser	0.18.1
xattr	1.6.1
xmlparser	0.13.6
xshell	0.2.7
xshell-macros	0.2.7
xterm-color	1.0.2
xxhash-rust	0.8.18
xz2	0.1.7
yansi	1.0.1
yoke	0.8.2
yoke	0.8.3
yoke-derive	0.8.2
yoke-derive	0.8.3
zerocopy	0.8.26
zerocopy	0.8.27
zerocopy	0.8.48
zerocopy	0.8.52
zerocopy	0.8.53
zerocopy	0.8.56
zerocopy	0.8.57
zerocopy-derive	0.8.26
zerocopy-derive	0.8.27
zerocopy-derive	0.8.48
zerocopy-derive	0.8.52
zerocopy-derive	0.8.53
zerocopy-derive	0.8.56
zerocopy-derive	0.8.57
zerofrom	0.1.8
zerofrom-derive	0.1.7
zerofrom-derive	0.1.8
zeroize	1.9.0
zerotrie	0.2.4
zerotrie	0.2.5
zerovec	0.11.6
zerovec	0.11.8
zerovec-derive	0.11.3
zerovec-derive	0.11.6
zip	2.4.2
zlib-rs	0.6.7
zlib-rs	0.6.8
zmij	1.0.20
zmij	1.0.21
zmij	1.0.23
zstd	0.13.3
zstd-safe	7.2.4
zstd-sys	2.0.16+zstd.1.5.7
zune-core	0.5.3
zune-jpeg	0.5.15
